ccd,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,tot_amount,Sales Method
B001,Kohl's,2015-04-05 00:00:00,Northeast,New Jersey,Newark,Women's Street Footwear,39,51,1989,Online
N005,Kohl's,2015-04-05 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,475,11875,Online
K005,Kohl's,2015-04-06 00:00:00,West,California,San Francisco,Women's Athletic Footwear,41,160,6560,Online
M012,West Gear,2015-04-06 00:00:00,West,Oregon,Portland,Women's Apparel,69,73,5037,Online
A012,Foot Locker,2015-04-06 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,45,225,10125,Outlet
A001,West Gear,2015-04-08 00:00:00,Southeast,Florida,Miami,Women's Athletic Footwear,40,675,27000,In-store
I001,Foot Locker,2015-04-08 00:00:00,Southeast,South Carolina,Charleston,Women's Apparel,60,775,46500,Online
N007,West Gear,2015-04-08 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32,78,2496,Online
M012,Sports Direct,2015-04-09 00:00:00,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,45,675,30375,Online
I001,Walmart,2015-04-10 00:00:00,South,Texas,Houston,Men's Street Footwear,41,238,9758,Online
T001,West Gear,2015-04-11 00:00:00,West,Nevada,Las Vegas,Women's Street Footwear,43,128,5504,Outlet
M003,Amazon,2015-04-11 00:00:00,Midwest,Ohio,Columbus,Women's Street Footwear,29,63,1827,Online
V003,West Gear,2015-04-13 00:00:00,West,California,San Francisco,Women's Apparel,80,700,56000,Outlet
M003,Foot Locker,2015-04-13 00:00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,145,5800,Outlet
M002,West Gear,2015-04-13 00:00:00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,In-store
G001,West Gear,2015-04-14 00:00:00,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,Outlet
R001,Kohl's,2015-04-14 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,70,1120,Outlet
N012,Amazon,2015-04-15 00:00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,41,42,1722,Online
A005,Kohl's,2015-04-15 00:00:00,Midwest,Montana,Billings,Women's Apparel,60,375,22500,Outlet
P008,West Gear,2015-04-15 00:00:00,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,4674,Online
R010,West Gear,2015-04-15 00:00:00,West,Nevada,Las Vegas,Women's Apparel,61,170,10370,Outlet
R011,Sports Direct,2015-04-15 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,25,275,6875,Online
G001,West Gear,2015-04-15 00:00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,39,91,3549,Online
R003,Kohl's,2015-04-16 00:00:00,West,California,Los Angeles,Men's Apparel,43,219,9417,Outlet
R003,West Gear,2015-04-16 00:00:00,West,Nevada,Las Vegas,Women's Street Footwear,57,117,6669,Online
P009,West Gear,2015-04-16 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,78,1170,Outlet
N008,Walmart,2015-04-17 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,5500,Online
M004,West Gear,2015-04-17 00:00:00,West,California,San Francisco,Men's Apparel,64,233,14912,Online
M011,Walmart,2015-04-17 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,68,297,20196,Outlet
V003,Sports Direct,2015-04-17 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,20,225,4500,Online
D004,Foot Locker,2015-04-18 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,55,450,24750,In-store
P008,West Gear,2015-04-19 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,3460,Outlet
H001,Sports Direct,2015-04-22 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,21,210,4410,Outlet
P003,Foot Locker,2015-04-23 00:00:00,Southeast,Florida,Miami,Men's Apparel,55,675,37125,In-store
M007,Foot Locker,2015-04-23 00:00:00,Northeast,Maryland,Baltimore,Men's Apparel,54,51,2754,Online
N004,West Gear,2015-04-23 00:00:00,West,Oregon,Portland,Men's Street Footwear,65,750,48750,In-store
N010,Sports Direct,2015-04-23 00:00:00,South,Tennessee,Knoxville,Men's Street Footwear,29,196,5684,Online
S011,Sports Direct,2015-04-23 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,32,116,3712,Online
S007,West Gear,2015-04-24 00:00:00,West,California,San Francisco,Men's Athletic Footwear,59,219,12921,Online
N008,Kohl's,2015-04-24 00:00:00,West,California,Los Angeles,Women's Apparel,41,188,7708,Online
R006,Foot Locker,2015-04-25 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,35,375,13125,Outlet
A008,Sports Direct,2015-04-25 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,45,123,5535,Online
A001,Foot Locker,2015-04-27 00:00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,18,158,2844,Online
M006,West Gear,2015-04-27 00:00:00,West,Nevada,Las Vegas,Men's Athletic Footwear,70,650,45500,In-store
N011,Foot Locker,2015-04-28 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,60,125,7500,Outlet
K004,Sports Direct,2015-04-28 00:00:00,South,Mississippi,Jackson,Women's Apparel,27,162,4374,Outlet
R001,West Gear,2015-04-28 00:00:00,West,Washington,Seattle,Women's Street Footwear,63,135,8505,Online
D004,Foot Locker,2015-04-30 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,71,169,11999,Online
S005,Kohl's,2015-05-02 00:00:00,West,Wyoming,Cheyenne,Women's Apparel,55,161,8855,Online
M007,Kohl's,2015-05-03 00:00:00,West,California,Los Angeles,Men's Apparel,60,600,36000,Outlet
V004,West Gear,2015-05-04 00:00:00,West,Utah,Salt Lake City,Men's Apparel,35,53,1855,Outlet
M005,Amazon,2015-05-04 00:00:00,Northeast,Vermont,Burlington,Men's Street Footwear,56,137,7672,Online
P010,West Gear,2015-05-06 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,40,120,4800,Outlet
A001,Amazon,2015-05-06 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,Outlet
N001,Kohl's,2015-05-06 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,41,104,4264,Online
A006,Foot Locker,2015-05-06 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,38,143,5434,Online
M004,West Gear,2015-05-07 00:00:00,Midwest,Indiana,Indianapolis,Men's Apparel,60,250,15000,In-store
K007,West Gear,2015-05-07 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,45,155,6975,Online
M012,Amazon,2015-05-07 00:00:00,Midwest,Ohio,Columbus,Women's Street Footwear,49,142,6958,Online
A009,Foot Locker,2015-05-08 00:00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,38,47,1786,Online
P012,Amazon,2015-05-09 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,53,68,3604,Online
N004,Amazon,2015-05-09 00:00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,55,525,28875,Online
M001,Foot Locker,2015-05-10 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,54,113,6102,Online
P003,Foot Locker,2015-05-10 00:00:00,South,Louisiana,New Orleans,Men's Street Footwear,25,625,15625,Online
M009,Sports Direct,2015-05-11 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,32,128,4096,Online
M009,West Gear,2015-05-11 00:00:00,West,Idaho,Boise,Men's Apparel,43,173,7439,Outlet
M009,Foot Locker,2015-05-11 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,58,68,3944,Online
P009,Kohl's,2015-05-12 00:00:00,West,California,Los Angeles,Women's Apparel,44,232,10208,Outlet
D003,Foot Locker,2015-05-12 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,26,72,1872,Outlet
Y001,West Gear,2015-05-12 00:00:00,Northeast,New York,Albany,Women's Athletic Footwear,50,575,28750,In-store
I002,West Gear,2015-05-12 00:00:00,West,Oregon,Portland,Women's Apparel,41,122,5002,Online
Y002,West Gear,2015-05-12 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,19,94,1786,Outlet
M011,Sports Direct,2015-05-13 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,50,575,28750,In-store
R002,Sports Direct,2015-05-13 00:00:00,Northeast,New Jersey,Newark,Women's Street Footwear,50,270,13500,In-store
S004,Sports Direct,2015-05-13 00:00:00,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,Online
M007,Kohl's,2015-05-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,43,195,8385,Online
M009,Foot Locker,2015-05-14 00:00:00,Southeast,South Carolina,Charleston,Women's Apparel,74,206,15244,Online
R002,West Gear,2015-05-14 00:00:00,Northeast,Vermont,Burlington,Women's Apparel,54,90,4860,Outlet
M006,Kohl's,2015-05-14 00:00:00,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,8112,Online
D002,West Gear,2015-05-15 00:00:00,Midwest,Ohio,Columbus,Women's Apparel,74,156,11544,Online
M011,Kohl's,2015-05-16 00:00:00,Midwest,Kansas,Wichita,Women's Apparel,20,325,6500,Online
G001,Sports Direct,2015-05-17 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,41,111,4551,Online
M004,Sports Direct,2015-05-18 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,36,153,5508,Outlet
S006,West Gear,2015-05-18 00:00:00,West,Oregon,Portland,Women's Apparel,45,450,20250,In-store
N007,Foot Locker,2015-05-19 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,55,350,19250,Online
M004,Foot Locker,2015-05-19 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,500,32500,Outlet
M009,Amazon,2015-05-19 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,42,96,4032,Outlet
A013,Foot Locker,2015-05-20 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,40,625,25000,Online
M002,Kohl's,2015-05-20 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,40,570,22800,Online
T003,West Gear,2015-05-20 00:00:00,West,Oregon,Portland,Men's Street Footwear,34,190,6460,Outlet
S001,Foot Locker,2015-05-21 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,6000,In-store
H001,West Gear,2015-05-23 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,50,500,25000,Online
S007,Sports Direct,2015-05-23 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,50,400,20000,In-store
S007,Foot Locker,2015-05-23 00:00:00,Northeast,New Hampshire,Manchester,Women's Apparel,80,300,24000,Outlet
N012,Amazon,2015-05-24 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,27,140,3780,Outlet
N007,Kohl's,2015-05-24 00:00:00,West,California,Los Angeles,Men's Apparel,56,174,9744,Online
N007,Foot Locker,2015-05-24 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,2538,Online
K003,Sports Direct,2015-05-24 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,54,176,9504,Online
M008,Sports Direct,2015-05-25 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,64,175,11200,Online
N007,Amazon,2015-05-25 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,53,126,6678,Online
P008,Sports Direct,2015-05-25 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33,112,3696,Outlet
N001,Walmart,2015-05-26 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,28,124,3472,Outlet
R003,West Gear,2015-05-26 00:00:00,Midwest,Indiana,Indianapolis,Men's Apparel,33,42,1386,Online
A004,Foot Locker,2015-05-26 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,55,375,20625,In-store
P002,Amazon,2015-05-26 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,48,123,5904,Outlet
R008,Sports Direct,2015-05-27 00:00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,55,375,20625,Online
P009,Sports Direct,2015-05-27 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,400,20000,In-store
A006,West Gear,2015-05-27 00:00:00,West,Utah,Salt Lake City,Men's Street Footwear,30,650,19500,In-store
G001,Foot Locker,2015-05-28 00:00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,37,47,1739,Online
P012,West Gear,2015-05-28 00:00:00,West,Utah,Salt Lake City,Men's Apparel,33,74,2442,Online
P008,West Gear,2015-05-28 00:00:00,West,Utah,Salt Lake City,Women's Apparel,24,131,3144,Online
N002,West Gear,2015-05-28 00:00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,2310,Outlet
K007,Amazon,2015-05-29 00:00:00,West,Alaska,Anchorage,Women's Apparel,70,400,28000,Outlet
A007,West Gear,2015-05-29 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50,325,16250,In-store
N008,Kohl's,2015-05-29 00:00:00,West,New Mexico,Albuquerque,Men's Apparel,50,200,10000,Online
P011,Sports Direct,2015-05-30 00:00:00,South,Mississippi,Jackson,Men's Athletic Footwear,15,153,2295,Outlet
P011,Kohl's,2015-05-30 00:00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,375,16875,In-store
K007,Foot Locker,2015-05-30 00:00:00,Northeast,New York,New York,Women's Street Footwear,36,276,9936,Online
R008,Foot Locker,2015-05-31 00:00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,34,65,2210,Online
M011,Foot Locker,2015-06-01 00:00:00,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49,44,2156,Online
P001,Foot Locker,2015-06-01 00:00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,53,81,4293,Online
I001,West Gear,2015-06-01 00:00:00,West,Oregon,Portland,Men's Athletic Footwear,50,325,16250,In-store
A010,West Gear,2015-06-02 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,60,400,24000,Online
H001,West Gear,2015-06-02 00:00:00,West,Oregon,Portland,Women's Apparel,53,165,8745,Outlet
R007,Foot Locker,2015-06-02 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,46,167,7682,Online
T001,Sports Direct,2015-06-04 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,33,143,4719,Online
K004,Kohl's,2015-06-04 00:00:00,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,Online
R003,Foot Locker,2015-06-05 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,9000,Outlet
N011,Foot Locker,2015-06-05 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,10,225,2250,In-store
A008,West Gear,2015-06-05 00:00:00,West,Nevada,Las Vegas,Men's Athletic Footwear,45,425,19125,Outlet
G001,Sports Direct,2015-06-05 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40,250,10000,In-store
D002,Foot Locker,2015-06-05 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,3675,Outlet
S002,Foot Locker,2015-06-05 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,54,2430,Online
T002,Kohl's,2015-06-06 00:00:00,West,California,Los Angeles,Men's Apparel,38,140,5320,Outlet
R004,West Gear,2015-06-07 00:00:00,South,Louisiana,New Orleans,Men's Street Footwear,46,272,12512,Outlet
R005,Foot Locker,2015-06-07 00:00:00,Midwest,Missouri,St. Louis,Women's Street Footwear,35,400,14000,In-store
P006,West Gear,2015-06-08 00:00:00,West,California,San Francisco,Men's Athletic Footwear,51,216,11016,Outlet
S002,Sports Direct,2015-06-08 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,37,40,1480,Outlet
M002,Walmart,2015-06-08 00:00:00,Northeast,New York,New York,Women's Apparel,53,322,17066,Outlet
M010,Sports Direct,2015-06-08 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,40,150,6000,In-store
M005,Kohl's,2015-06-09 00:00:00,West,California,Los Angeles,Women's Street Footwear,47,169,7943,Online
R011,Sports Direct,2015-06-10 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47,75,3525,Online
K006,West Gear,2015-06-10 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,6250,In-store
R001,Foot Locker,2015-06-11 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,400,24000,Outlet
P005,Sports Direct,2015-06-12 00:00:00,Midwest,Montana,Billings,Men's Athletic Footwear,29,182,5278,Online
I002,Foot Locker,2015-06-12 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,200,10000,Outlet
M008,Sports Direct,2015-06-12 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,60,825,49500,Outlet
P013,Amazon,2015-06-13 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,43,77,3311,Online
A012,Amazon,2015-06-13 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,25875,In-store
R011,West Gear,2015-06-13 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,34,33,1122,Online
P012,Foot Locker,2015-06-14 00:00:00,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,3750,Outlet
S001,Amazon,2015-06-15 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,54,131,7074,Online
M009,Sports Direct,2015-06-15 00:00:00,South,Tennessee,Knoxville,Men's Apparel,35,350,12250,Outlet
Y001,West Gear,2015-06-15 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,13,132,1716,Outlet
S007,West Gear,2015-06-16 00:00:00,West,Colorado,Denver,Men's Apparel,62,44,2728,Online
M009,West Gear,2015-06-16 00:00:00,Southeast,Florida,Orlando,Men's Apparel,55,550,30250,In-store
S007,Sports Direct,2015-06-16 00:00:00,Midwest,Michigan,Detroit,Men's Street Footwear,35,770,26950,In-store
D002,West Gear,2015-06-16 00:00:00,West,Nevada,Las Vegas,Women's Apparel,55,128,7040,Outlet
A005,Amazon,2015-06-16 00:00:00,Northeast,New Hampshire,Manchester,Women's Apparel,46,140,6440,Outlet
D002,Foot Locker,2015-06-17 00:00:00,West,Alaska,Anchorage,Men's Apparel,50,175,8750,Outlet
S001,West Gear,2015-06-17 00:00:00,West,Colorado,Denver,Women's Apparel,80,325,26000,In-store
A013,West Gear,2015-06-18 00:00:00,South,Arkansas,Little Rock,Men's Apparel,35,275,9625,Online
P003,Amazon,2015-06-18 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,45,225,10125,Outlet
K004,Foot Locker,2015-06-18 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,55,1025,56375,Outlet
S011,Sports Direct,2015-06-18 00:00:00,South,Tennessee,Knoxville,Men's Street Footwear,49,182,8918,Online
S010,Foot Locker,2015-06-19 00:00:00,West,Idaho,Boise,Women's Apparel,34,131,4454,Online
M012,Walmart,2015-06-20 00:00:00,South,Mississippi,Jackson,Men's Athletic Footwear,17,165,2805,Outlet
P011,Kohl's,2015-06-20 00:00:00,West,Wyoming,Cheyenne,Men's Athletic Footwear,39,140,5460,Online
K006,Sports Direct,2015-06-21 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,39,84,3276,Online
R008,Amazon,2015-06-21 00:00:00,Southeast,Kentucky,Louisville,Men's Apparel,45,200,9000,Online
N007,Walmart,2015-06-22 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,72,238,17136,Outlet
A007,Amazon,2015-06-23 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,38,117,4446,Online
N003,Sports Direct,2015-06-23 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,30,450,13500,Outlet
N010,Walmart,2015-06-23 00:00:00,South,Arkansas,Little Rock,Men's Street Footwear,23,174,4002,Online
R005,Amazon,2015-06-23 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,46,84,3864,Online
M011,Foot Locker,2015-06-23 00:00:00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,In-store
A007,Amazon,2015-06-23 00:00:00,Northeast,Vermont,Burlington,Women's Street Footwear,40,66,2640,Outlet
N009,Sports Direct,2015-06-24 00:00:00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,44,63,2772,Online
A012,Sports Direct,2015-06-24 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,65,190,12350,Outlet
A001,Sports Direct,2015-06-25 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,7056,Outlet
A006,Foot Locker,2015-06-25 00:00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,43,61,2623,Online
D003,Foot Locker,2015-06-25 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,75,725,54375,Outlet
P013,Amazon,2015-06-25 00:00:00,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,6104,Online
R005,West Gear,2015-06-26 00:00:00,West,Oregon,Portland,Women's Apparel,40,325,13000,In-store
Y001,Sports Direct,2015-06-27 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,27,190,5130,Outlet
P007,West Gear,2015-06-27 00:00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38,50,1900,Online
V004,Sports Direct,2015-06-27 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,42,144,6048,Online
B001,Walmart,2015-06-27 00:00:00,South,Mississippi,Jackson,Men's Athletic Footwear,25,500,12500,Online
I001,Kohl's,2015-06-27 00:00:00,Midwest,Montana,Billings,Men's Athletic Footwear,45,375,16875,Outlet
K002,Amazon,2015-06-27 00:00:00,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,425,12750,Online
P006,Foot Locker,2015-06-28 00:00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,128,6528,Online
